compound_lantadene_a,compound_lantadene_b,compound_lantadene_c,compound_lantadene_d,compound_icterogenin,compound_luteolin,compound_hispidulin,compound_quercetin,compound_kaempferol,compound_caffeic_acid,compound_chlorogenic_acid,compound_caryophyllene,compound_alpha_humulene,compound_alpha_pinene,compound_camphene,compound_linalool,agg_mw,agg_tpsa,agg_logp,agg_hbd,agg_hba,agg_rotatable_bonds,agg_aromatic_rings,agg_heavy_atom_count,agg_fraction_csp3,concentration,log_concentration,concentration_squared,concentration_cubed,conc_bin_low,conc_bin_medium,conc_bin_high,terpenoid_total,concentration_x_terpenoid_total,flavonoid_total,concentration_x_flavonoid_total,phenolic_total,concentration_x_phenolic_total,concentration_x_compound_luteolin,concentration_x_compound_caryophyllene,concentration_x_compound_chlorogenic_acid,concentration_x_compound_caffeic_acid,concentration_x_agg_logp,concentration_x_agg_tpsa,log_concentration_x_agg_logp,compound_luteolin_x_compound_caryophyllene,compound_luteolin_x_compound_chlorogenic_acid,compound_luteolin_x_compound_caffeic_acid,compound_caryophyllene_x_compound_chlorogenic_acid,compound_caryophyllene_x_compound_caffeic_acid,compound_chlorogenic_acid_x_compound_caffeic_acid,terpenoid_total_x_flavonoid_total,terpenoid_total_x_phenolic_total,flavonoid_total_x_phenolic_total,max_tanimoto_to_known_bioactive,bio_score_antioxidant,bio_score_ros_scavenger,bio_score_allelopathic,bio_score_auxin_modulation,bio_score_membrane_disruption,bio_score_antimicrobial,bio_score_enzyme_inhibition,species_donor_acmella_oleracea,species_donor_ageratina_adenophora,species_donor_chromolaena_odorata,species_donor_eucalyptus_globulus,species_donor_lantana_camara,species_donor_other,species_donor_parthenium_hysterophorus,incubation_temp_c,incubation_days,osmotic_inhibition_score,osmotic_correction_approximate,endpoint
-0.009294755528949747,-0.018580925274044705,-0.0018593166113729312,-0.0033587754443600757,-0.044770288523344644,0.11521474602066759,0.005778359417323921,-0.03789314518206057,0.03162316159280477,0.009692096809599137,-0.0014304719133568233,-0.04433658200562169,-0.007460466746197788,0.03297600203307234,0.00027496422849729307,0.0006103484786888855,0.1653735942113157,0.010891884695814948,-0.07173411025967422,-0.03864727743010327,0.06526992930777992,0.03699975548179862,-0.018809907416195513,0.31272881294638116,-0.001341868199538303,1.515389363039535,1.456451231420218,1.1673427393662479,1.6581766618787377,-0.12474248567107216,-0.03385059581178137,-0.5080404311376016,-0.008645375613060034,0.17469672435490585,0.04729587848850043,0.6418305209962177,-0.011707751407024502,0.45475215853421375,0.5594875852017704,0.34503935931078944,0.6294822850533466,0.9271735694757605,1.103313446193416,0.08865625646040173,0.2023199300092283,0.052052141416486924,0.0003769241414430598,0.07951969906543756,-0.0011202469733546422,0.03793915182981559,-0.03199420846439546,0.00332705589248802,0.005368337166403338,0.11189098865831497,0.0,0.1951137965150105,0.13117056449533887,0.013116573735252384,-0.006422345531231308,-0.044173647464305944,-0.00983850348237672,0.049582100737488574,0.0,0.0317468550180533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.021794007951305556,germination_percent
-0.009294755528949747,-0.02408029999216373,-0.003384106013899583,-0.0033587754443600757,-0.05090711589443094,0.14552545243710024,0.005778359417323921,-0.011961124261018696,0.019409765715801962,0.0048132473671165885,-0.0028183167417470817,-0.009042108426126995,-0.007460466746197788,0.039566884988041465,0.006081667224747941,0.0006103484786888855,-0.016326084693060235,0.010891884695814948,-0.05803690423324376,-0.013777905754390725,-0.02109092463576159,0.042848630845161044,-0.019906767109688594,0.20382874481344232,0.00403484901461082,1.6662709077766398,1.7865314029465469,1.5522258417423458,2.051002201736235,0.22022438828349788,-0.03734482080007586,0.3609987609676178,-0.00976474003868766,0.1440479964513875,0.0664166041101653,0.6173452913504219,-0.024475498822826066,0.5018107801006721,0.6021212905483555,0.40530498640332024,0.6041030844656194,1.0286653577685252,1.148364619043156,0.9332122348834491,0.21966128611090222,0.1085079733095259,0.0003769241414430598,0.10344533545171505,-0.004049735398215312,-0.008171795904588323,-0.03199420846439546,0.002027182521208464,0.001851954297952033,0.13382961692034387,0.0,0.2524181638647893,0.19727542643124718,0.016010887067388055,-0.006422345531231308,-0.04013453232404713,0.008353273008035874,0.06875113723054577,0.0,0.0343729912869771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.021794007951305556,germination_percent
-0.009294755528949747,-0.05663250363457583,-0.0020616640468792058,-0.0033587754443600757,-0.06720529556400687,-0.25703256460500745,0.0017690017327379871,0.02274718530239459,0.029084769847776085,-0.007765711251466069,0.032365616691812024,-0.05471330385371891,-0.007460466746197788,0.04907589324176451,-0.0010771035707636337,-0.0012155787311413854,-0.8249038485983755,-0.0915710522475069,-0.04721537123669828,0.004555408453103225,-0.01640180307896488,-0.02029937268137849,0.016251880211998117,-1.4027453691307303,-0.008283253797551633,1.4355817086303653,1.400190930805698,1.0884068480188607,1.4523159540135642,-0.08489518118879472,0.004131323743449066,-0.3619185894248569,-0.003153185115224364,0.08919171272964967,-0.05734229928707161,0.5187103466810884,0.03014748541836505,0.3618264773574542,0.5470895742609333,0.3144180193169033,0.7294502742047361,0.868290695140309,1.0435379878959712,0.8657940267397951,0.19232920747678614,-0.14332457693433592,0.0003769241414430598,-0.23872732369160657,0.003999638490835561,-0.018630053313992152,0.004814929057888781,0.10838399357417272,-0.010663099752295223,-0.4706391892184712,0.0,-0.9619494705496153,-0.5470797533533215,0.00860853145122549,-0.09008441956193713,-0.13146747886187923,0.02011452400766302,0.006079228031328164,0.0,0.027440841872383225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.018043486407553683,germination_percent
0.019527342578904323,0.10247140864759142,-0.006584824560755795,0.0028791752989347896,-0.05865804797129956,0.15453500644897822,0.005778359417323921,0.007898171486878809,0.03643410553690126,0.009692096809599137,0.01957283609775788,0.007525713646169982,0.004303026786348337,0.039566884988041465,0.0106982028577194,-0.001932770182514803,0.14726654459719618,0.010891884695814948,0.09724848664462249,-0.01954745395941518,-0.007448518593306138,0.046786974008655245,0.004227192869997426,0.22605369068722417,0.023094262084835747,1.6060972766968293,1.7816386850644754,1.5335313193521805,1.9954627847549706,0.19023314727779306,-0.04920979006481471,0.3261894579625914,0.0004979369695214259,0.12178345027181665,0.06692928434558705,0.5961486717286827,0.01202493072315642,0.5093644718757581,0.5939849728960883,0.37328163658481317,0.6107220362432153,1.01254796025153,1.097536573743371,0.9624020651107417,0.22883993688688925,0.10868353343638704,-0.00260573864897109,0.08602229374079645,0.002125334871481215,0.02061085703006501,0.010656181155026723,-0.000489430693276758,-0.013215460713478356,0.132814707960395,0.0,0.2253997187579192,0.20387260839266952,0.040888124850918146,0.038210356935196095,-0.04461788979872237,0.025415709947719845,0.10044598528953545,0.0,0.0343729912869771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.018717150851009015,germination_percent
-0.006136818540818538,-0.07304300752677667,-0.0032221272735931993,-0.005318823976987133,-0.02624205352737362,-0.10127984746470803,-0.002345243786063636,-0.027422021941477175,-0.009535097423051687,0.0026343352217681427,0.029358810902516144,-0.04328964472234847,-0.010756359425730546,0.015745749248026217,-0.007743651224516802,-0.0035231180173758807,-0.4278588510555194,-0.06277266306932426,-0.04907869793577857,-0.019751671345014075,-0.010196312097470538,-0.10791931423634821,-0.024953362276767428,-0.8263314382682879,-0.011570680967139625,-4.13181893265368,-3.9753787040535524,-3.395103696155664,-4.282688493214339,-0.1923729904270012,-0.08260555975507652,-0.6413391886815544,-0.07487282435036396,-0.14970476977863476,-0.07163320132091883,0.3442084832937635,0.0020696542026859884,-1.0514938625393575,0.30948280502984316,-1.126734501459605,-0.7173132624068219,-1.9760164698711666,-3.355038309632679,-1.4939757893446328,-0.6631898177645783,-0.11199021936487183,0.002038948636125499,-0.08505656607113209,0.008280107907723553,0.009018540330471406,0.00732414130721781,-0.004469016938986447,-0.01519901497119823,-0.2741449809872737,0.0,-0.3549775134410611,-0.19274407042468716,-0.04402526017437347,-0.061452548591728905,-0.0544185187261138,0.004808838128148694,-0.10417767870168909,0.0,0.010991791765774915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06023688312643553,germination_percent
-0.008102111712472191,-0.009622443439397825,-0.00547966464140789,-0.0006872816460662574,0.04215898953525844,0.0447713746667173,0.0038611656136984286,0.029671586497841636,0.03721370056774039,-0.00315401538689038,0.013202945516427957,0.008873102297506284,0.010155306356459884,0.010904473943379397,0.014071345378369259,0.003058769110819806,0.08680362536643374,0.009191304666056138,-0.05257460439682109,-0.019873903609789197,-0.032197444859956986,0.018484741885708304,4.806733297589463e-05,0.10901325746390844,0.01610114911249754,-3.6026985607800324,-3.8273439089747674,-2.975831350349384,-4.1414354190640355,-0.2536731261966524,-0.12566327869429228,-0.7091074663326403,-0.004089515193056089,-0.34061772534585316,0.02412004895654385,-1.2622508861008541,-0.006155831887556421,-0.7049116455155168,-1.4815625297939907,-1.0480582275929216,-0.5131455485461273,-2.0135862748035103,-3.0497956047386885,-1.6034192600669523,-0.5027182293445084,0.05175057024470705,0.002038948636125499,0.023104986592529304,0.005767743481780493,0.010048678075928213,0.012409418492756194,0.007677968586278117,-0.011067226779660466,0.06082020284639742,0.0,0.09429786093473458,0.007312844321148206,0.03329618603876715,0.02209964938082078,-0.027341369421247395,0.00812470846619249,0.0298049803304188,0.0,0.010374038512907054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06949589082224575,germination_percent
-0.009294755528949747,-0.018984342788936893,-0.0018593166113729312,-0.0033587754443600757,-0.0462132742075354,0.07566370734342309,0.005778359417323921,-0.029149670994471848,0.02973081040449246,-0.01816137577887532,-0.009265612898602563,0.18087395511149115,-0.007460466746197788,-0.10062417637977832,0.00027496422849729307,0.0006103484786888855,0.1657517941946282,0.01368936496950501,-0.08852806293846475,0.03863239039936383,0.06353440997986648,0.0047209502238136115,-0.018809907416195513,0.29995118275753047,-0.01067603389618896,1.5007762009194179,1.5024477230833342,1.1457997893833693,1.6905882252880002,-0.1239013958121332,-0.03316615114064661,-0.5381590169319284,-0.02629925074437767,0.17042304889772686,-0.07279137631771027,0.6354372294699379,-0.011707751407024502,0.24641817367034233,0.5563612909536092,0.39260141394294756,0.5922934117279078,0.01199033180094031,1.1604961702301095,0.16356645205128945,0.22452006719737985,-0.1382273732921147,0.0003769241414430598,0.043906479357318645,-0.0011202469733546422,0.04735133627719316,-0.03199420846439546,-0.019999684412434195,0.005368337166403338,0.08453080936564775,0.0,0.17310118113550407,0.10070778690994588,0.013116573735252384,-0.019756178850125258,0.2263564914066646,0.019808954941457416,0.00016820897865093632,0.0,0.02869123494589083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.021794007951305556,germination_percent
-0.008102111712472191,-0.08486895248906645,-0.005853777726419267,-0.005243177089437508,-0.020383270538792995,0.0351179342549586,-0.003979029523957489,-0.029837417771921334,-0.014699761739462622,-0.016030424642600363,-0.07630345741511703,-0.04360048157275911,-0.007857650734444672,0.010904473943379397,-0.029886118180748353,0.003058769110819806,-0.04947963297444781,-0.007680629371362587,-0.08922499222106631,-0.04362270448870072,0.0007719212655803338,0.02314988770464737,-0.02383156431034222,0.12091520618827016,0.003603326294319538,-4.853530195730102,-4.894891974628288,-4.449084844593818,-5.569078803234035,-0.2568861684832619,-0.14820266122293996,-0.6738638079242133,-0.027687191777515562,0.1068593796287267,0.020820694400099655,-1.7111477212008528,0.012771761590564663,-0.6951888606417586,-2.2196604697840714,-1.2191522523026104,0.5675710814828685,-2.6297911750448466,-3.8613061525989707,-2.1195053508322745,-0.530650521552046,0.026260221265814045,0.0011632160848650064,0.03791513266965706,-0.013988170686237419,-0.013461984518981895,-0.03844132221096466,-0.0010520273508534995,0.005393954618954489,0.05715563584775779,0.0,0.08778024577901716,0.0541899742147735,0.010671273171707591,-0.020407682748902867,-0.027341369421247395,-0.00609157358265788,0.021855674236810247,0.0,0.011777832074748805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06421346247026284,germination_percent
-0.009294755528949747,-0.018984342788936893,-0.0023210788400411055,-0.0033587754443600757,-0.04669992349923736,-0.17879554687620772,0.0017690017327379871,0.012233833049425161,0.018657823322950212,0.007906295080372267,0.03501230909658462,0.2219542945155091,-0.007460466746197788,0.029964525275467686,-0.00047759934527010287,0.0003838669677288587,0.17567868991334873,0.03999277900120891,0.012791074708560182,0.04004652236094779,0.06526992930777992,-0.020444824521256566,0.017184685598540753,0.2716209261900461,0.036944715519560266,1.4164533150999528,1.3904607463736665,1.1476747973617074,1.7791456392356544,-0.09922977448177168,0.11214510387704571,0.26783799337903275,0.06727230237753791,0.14541667644222211,-0.025579283344759965,0.580831528440594,0.03623500058939716,0.25782812195195143,0.5379122744229984,0.3797483765515398,0.6056992820306419,0.9310576917345806,1.0763548735970776,0.2844943869431891,0.19076035309471648,-0.1490108341653979,0.0003769241414430598,-0.14360783871505833,0.02437456708536542,0.0965176767727669,0.010656181155026723,0.10452557798725093,0.004679627619010869,-0.25273287540453854,0.0,-0.5304072323806539,-0.39597499271684256,0.013116573735252384,-0.08972748954021986,0.412260114395577,-0.001857447004913388,-0.06153096438068609,0.0,0.03103571597875057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007171773292374607,germination_percent
-0.007035149625412912,-0.07870904545842544,-0.004989573521756936,-0.005318823976987133,-0.050310268778750555,0.05712055268221036,-0.0013395520591608138,-0.02773343103307464,-0.02098327420120818,0.004168363686280921,-0.056208758199805114,-0.03213494776847661,-0.04609645488736075,0.010904473943379397,-0.025444477855014892,0.003058769110819806,0.0880436635431931,0.005289502204596185,-0.06661120745086,-0.03529670864831969,-0.02061394821157509,0.018484741885708304,-0.0055551953003198425,0.11271896262447789,0.0042282717243765835,-4.169402378441501,-4.143374767565598,-3.4193123828749217,-4.417188708100453,-0.23810462975810484,-0.13323050996371516,-0.6850436027456558,-0.013607221485964514,0.1130465383455949,0.030289683014660004,-1.8993284588116368,-0.0028965747821590136,0.48580618022113625,-1.9976288527291781,-1.0867343153515356,0.5287707449123571,0.13873039204855353,-3.344113244495842,-1.7451686678895963,0.08359360582719327,0.056456338953559226,0.002038948636125499,0.035729610062735846,-0.013988170686237419,-0.04256989861585632,-0.0848737064883639,0.005067108195062665,-3.951512575471399e-05,0.065612051878568,0.0,0.11132150512163505,0.0626310159348086,-0.03568476946047587,-0.011698077575491593,-0.027341369421247395,-0.00010515089534144707,0.030678070018981627,0.0,0.013662487745773015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04558627500173838,germination_percent
