compound_lantadene_a,compound_lantadene_b,compound_lantadene_c,compound_lantadene_d,compound_icterogenin,compound_luteolin,compound_hispidulin,compound_quercetin,compound_kaempferol,compound_caffeic_acid,compound_chlorogenic_acid,compound_caryophyllene,compound_alpha_humulene,compound_alpha_pinene,compound_camphene,compound_linalool,agg_mw,agg_tpsa,agg_logp,agg_hbd,agg_hba,agg_rotatable_bonds,agg_aromatic_rings,agg_heavy_atom_count,agg_fraction_csp3,concentration,log_concentration,concentration_squared,concentration_cubed,conc_bin_low,conc_bin_medium,conc_bin_high,terpenoid_total,concentration_x_terpenoid_total,flavonoid_total,concentration_x_flavonoid_total,phenolic_total,concentration_x_phenolic_total,concentration_x_compound_luteolin,concentration_x_compound_caryophyllene,concentration_x_compound_chlorogenic_acid,concentration_x_compound_caffeic_acid,concentration_x_agg_logp,concentration_x_agg_tpsa,log_concentration_x_agg_logp,compound_luteolin_x_compound_caryophyllene,compound_luteolin_x_compound_chlorogenic_acid,compound_luteolin_x_compound_caffeic_acid,compound_caryophyllene_x_compound_chlorogenic_acid,compound_caryophyllene_x_compound_caffeic_acid,compound_chlorogenic_acid_x_compound_caffeic_acid,terpenoid_total_x_flavonoid_total,terpenoid_total_x_phenolic_total,flavonoid_total_x_phenolic_total,max_tanimoto_to_known_bioactive,bio_score_antioxidant,bio_score_ros_scavenger,bio_score_allelopathic,bio_score_auxin_modulation,bio_score_membrane_disruption,bio_score_antimicrobial,bio_score_enzyme_inhibition,species_donor_acmella_oleracea,species_donor_ageratina_adenophora,species_donor_chromolaena_odorata,species_donor_eucalyptus_globulus,species_donor_lantana_camara,species_donor_other,species_donor_parthenium_hysterophorus,incubation_temp_c,incubation_days
0.8921478638184245,0.8117663402097659,0.7429571595265878,0.9084840055632822,0.7241235392320535,0.7933083176985616,0.9264460046807088,0.4239674593241552,0.7289173392708044,0.46432144048016,0.7002545008954661,0.7832553398508086,0.6999860491071429,0.3144511936714225,0.4156320541760722,0.6101376720901126,305.05634318567536,64.3667672501791,3.9458948691597664,1.8555847899042903,3.318803823836063,1.803109930604724,0.8941822268612041,22.146335860707467,0.4727774325248078,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.902941217245673,0.0,2.87263912097423,0.0,1.164575941375626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6213629759854601,0.5555177200662281,0.36835006081868854,0.5484780770809368,0.36368224766330476,0.32514317855849834,19.82965899044539,8.03899926633449,3.345406408541015,1.0,4.037215062349857,4.037215062349857,5.558506043397163,1.522225656969366,3.797293265076255,3.7499083135762676,3.5338016809686614,0.0,0.0,0.0,0.0,1.0,0.0,0.0,25.0,7
0.8991989319092123,0.8826838924775995,0.7117852975495915,0.8147426981919331,0.9657762938230384,0.7731915780696269,0.7843530591775326,0.4313725490196078,0.8672418591706096,0.4630710236745581,0.6150438307097748,0.7860353055645648,0.8573521205357143,0.3504025992371804,0.3762697516930022,0.670421360033375,300.3750924471048,61.756763200573765,3.977269108704013,1.7775444612431022,3.1796379778571806,1.7446852301156248,0.8575554804483332,21.813814747995565,0.4793217534261915,49.0299,3.9126208266973963,2403.93109401,117864.50114620088,0.0,0.0,1.0,7.3146682510152115,358.6374528804507,2.856159045437377,140.03719238189004,1.0781148543843329,52.8598634989784,37.909505753596,38.53923242830005,30.155537515317185,22.704325983661214,195.0051066728469,3027.9279240478113,15.561545948095512,0.6077558783279072,0.4755467100484792,0.3580426155532491,0.48344616540755825,0.3639901735921271,0.284808976291497,20.891855889510694,7.886052496312967,3.079267493370213,1.0,3.9342738998217097,3.9342738998217097,5.702704567572888,1.6404334372402365,4.095691610520466,3.82483419624137,3.68458318353126,0.0,0.0,0.0,0.0,1.0,0.0,0.0,25.0,7
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3502834278092697,0.9381657083608256,0.3229393504146782,0.0,0.8609266845599661,0.8861455981941309,0.6919065498539843,232.1077477651232,54.96152187438832,2.4746713758317678,1.9294111537768204,2.611442386308659,2.227132469312345,0.3181067381382224,16.693265475390806,0.559670063645296,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.7619181830227593,0.0,0.0,0.0,1.2884491361700952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30297062443937145,0.11312030263775237,0.3286239001777416,0.0,3.558591097088153,0.0,1.0,1.2884491361700952,1.2884491361700952,2.1493758207300613,0.0,1.0148459002686625,2.7619181830227593,0.9381657083608256,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,7
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5294117647058824,0.0,0.5251750583527842,0.0,0.2710929898531252,0.2760881696428571,0.0,0.0,0.0,228.34581052454783,68.91206663603744,2.70121212088492,2.6362020246235622,3.2972362948448053,1.1555074713833773,1.3194235216886827,16.651638630232068,0.2023239165646765,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5471811594959823,0.0,0.5294117647058824,0.0,0.5251750583527842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14237127676514577,0.0,0.2896841432625789,0.2873658973678467,0.27803385442206224,1.0,1.0545868230586666,1.0545868230586666,0.5251750583527842,0.0,0.5471811594959823,0.5471811594959823,0.5294117647058824,0.0,1.0,0.0,0.0,0.0,0.0,0.0,25.0,7
0.8760847797062751,0.8460095853302771,0.8688114685780963,0.7012517385257301,0.7589732888146912,0.8615801542630811,0.8642594450016716,0.443471005423446,0.9084330642916782,0.5285095031677225,0.7364501838062023,0.8471482185053051,0.8308454241071428,0.3632575222489052,0.3391647855530474,0.5129328327075512,298.7045448204384,64.24547598988816,3.8434577026196495,1.8938407542885507,3.309381323157712,1.7168027955970642,0.9300983862744928,21.694190547844816,0.4593083221344097,24.3563,3.233027219871095,593.22934969,14448.87200985455,0.0,0.0,1.0,6.944479644077021,169.14182955503315,3.0777436689798767,74.96244812477457,1.2649596869739248,30.809737623843006,20.98490471127788,20.633396154380762,17.937201611839004,12.872536012004,93.61240884231498,1564.7820868525132,12.426003370992552,0.7298860927834951,0.6345108629708223,0.4553532992687507,0.6238824612293288,0.44772588407166003,0.3892209207511939,21.37332825891768,8.784486796768462,3.893221668098764,1.0,4.342703355953802,4.342703355953802,5.679348070177899,1.7700132185547592,3.9130208403565514,3.757608228123623,3.6765594120136953,0.0,0.0,0.0,0.0,1.0,0.0,0.0,25.0,7
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3631622861910722,0.0,0.441563854618206,0.4566877179753039,0.1977945605337534,0.0,0.242407119649668,0.0,0.0,250.5373934900477,92.4299885513444,1.5467073005259562,3.455909497763689,4.419523175931673,1.9221941460678895,1.1681477899362926,18.03654483559626,0.2866578669202134,50.0,3.9318256327243257,2500.0,125000.0,0.0,0.0,1.0,0.44020168018342143,22.01008400917107,0.3631622861910722,18.15811430955361,0.8982515725935099,44.912578629675494,0.0,9.88972802668767,22.834385898765195,22.078192730910303,77.33536502629781,4621.49942756722,6.081383410529801,0.0,0.0,0.0,0.09033034647808795,0.08733892857179824,0.20165678910596735,0.15986464856056254,0.39541185148306357,0.3262110946777849,1.0,1.2614138587845822,1.2614138587845822,1.1406586922431778,0.0,0.1977945605337534,0.44020168018342143,0.8198500041663761,0.0,0.0,0.0,0.0,0.0,1.0,0.0,25.0,7
0.6687666889185581,0.6876432590122943,0.7032838806467746,0.6993045897079275,0.7852671118530885,0.9210965186574944,0.9770979605483116,0.4867542761785565,0.8847759532424158,0.5858619539846615,0.6378546517108116,0.7966455080387342,0.8554687499999999,0.2958044921599095,0.4136568848758465,0.5392156862745099,295.3887186820049,65.24680340268483,3.769587105507141,1.95501424567956,3.374228708063575,1.707879002362117,1.0086293899157888,21.463848642076776,0.4362867833709088,99.4313,4.609473911660811,9886.583419689998,983035.8419782221,0.0,0.0,1.0,6.445056851487643,640.8403813173232,3.2697247086267778,325.1129784208817,1.223716605695473,121.67573293588826,91.58582427558892,79.21149850345179,63.42271723065321,58.253015705235065,374.81494636381217,6487.574483173376,17.375813420568157,0.7337874040586091,0.5875256991003172,0.5396354062291489,0.5081440430670293,0.4667242939726762,0.37369477260950174,21.07356163581345,7.886923093816811,4.00121642199938,1.0,4.493441314322251,4.493441314322251,5.063786627994025,1.8058724718999102,3.5477398922440964,3.8778892818973114,3.499739247318509,0.0,0.0,0.0,0.0,1.0,0.0,0.0,25.0,7
0.0,0.0,0.0,0.0,0.0,0.3947258703356264,0.0,0.57008760951189,0.0,0.7613371123707902,0.7311716467150532,0.2215632673863689,0.0,0.0,0.0,0.0,273.4566425966437,111.39509184179424,1.3596742417257226,4.143657024579011,5.409844118100993,2.103015431434151,1.637602349290102,19.70014012770425,0.1558684884686018,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2215632673863689,0.0,0.9648134798475163,0.0,1.4925087590858435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08745675355348957,0.28861236461433254,0.3005194542993727,0.162000779066459,0.16868433819937537,0.5566681101574341,0.2137672270134283,0.3306851172658344,1.439992569556511,1.0,2.4573222389333598,2.4573222389333598,1.4925087590858435,0.3947258703356264,0.2215632673863689,0.2215632673863689,1.6959851265625696,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,7
0.8938584779706275,0.6802111551017572,0.955825970995166,0.7894297635605007,0.6692404006677797,0.6926203877423389,0.8706118355065195,0.4984355444305382,0.8922905649874756,0.5423474491497166,0.7877274012630785,0.9056664967798732,0.8708147321428571,0.3800678061873146,0.3088318284424379,0.5246141009595329,296.6809788902348,63.52644416616114,3.826268629311614,1.882798697320156,3.2670857322487903,1.7319222477075704,0.9049380564131142,21.54506765301938,0.4620011101911984,48.4104,3.9001609283521113,2343.56682816,113453.00757795689,0.0,0.0,1.0,6.978560732807846,337.834916499521,2.9539583326668724,143.00230446773637,1.330074850412795,64.38945553842358,33.53003001876173,43.843677375712375,38.13419858610614,26.25525695231744,185.23119485242697,3075.3405726615274,14.923063409420545,0.6272830801649215,0.5455960580980984,0.3756409005211451,0.7134183159194458,0.4911859143089242,0.42722194670036584,20.61437762669957,9.282008122786001,3.9289856874475197,1.0,4.284033183079667,4.284033183079667,5.6987084248959405,1.5849109527298144,3.875164962954648,3.860606800018535,3.5418822120743627,0.0,0.0,0.0,0.0,1.0,0.0,0.0,25.0,7
0.6785297062750334,0.7054942001805932,0.6796132688781464,0.7774687065368567,0.8332637729549249,0.8348968105065666,0.8933467067870278,0.4665206508135169,0.8650153075424437,0.5549349783261087,0.6315392591196154,0.8409396284112496,0.7835518973214286,0.3986438762537082,0.2968397291196388,0.5400500625782229,296.84484483000307,64.25368018869223,3.823774691181265,1.9046598566768544,3.3158105204584825,1.7142535470572728,0.9615203208934836,21.56626130356043,0.450318815691958,50.3446,3.9385597701826742,2534.57874916,127602.35329496053,0.0,0.0,1.0,6.534394848509804,328.97149489028664,3.059779475649555,154.04337378978659,1.186474237445724,59.73257089451,42.032545966228895,42.336769216513,31.79459138467339,27.937979509836612,192.50640731764432,3234.8258276276347,15.060165168929208,0.7020978135891296,0.527270113148647,0.46331344344299885,0.5310863898911652,0.4666668144659627,0.3504632250716305,19.99380724326048,7.752891145054936,3.6303495201233833,1.0,4.246253713095279,4.246253713095279,5.259487768524988,1.6999121180490104,3.5485654947665277,3.753371900471276,3.4447501996696577,0.0,0.0,0.0,0.0,1.0,0.0,0.0,25.0,7
